202012-06-20 11:34:29,458 | INFO  | NioProcessor-1   | ServerSession                    | 22 - sshd-core - 0.5.0 | Session created...
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 48112906200016
Enseignecommerciale__c # Cabinet Michon Allianz
MatriculeRH__c # 08104511
Name # Cabinet Michon Allianz
Localite__c # MONTGERON
Periodedeprospection__c # 2013
Codelocalite__c # 42100
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 052840 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,046 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Vous ne pouvez pas insérer ce compte: l ' utilisateur pilote affecté n'existe pas dans Salesforce'
 statusCode='FIELD_CUSTOM_VALIDATION_EXCEPTION'
]
] 

ext_id : 03763509 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0169252688
NumeroEPJ__c # 03763509
Civilitedureferent__c # Monsieur
Type # Client
Effectifdelentreprise__c # 1 à 2 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 02425
Adresse__c # 58 AV de L'Epargne
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 4932Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # pinheirojoao@neuf.fr
Codepostal__c # 91390
Datedelacreationdelasociete__c # Wed Jan 01 01:00:00 CET 1992
Nomdureferent__c # COSTE Stephane
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 091
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 33249168700023
Enseignecommerciale__c # Allo Taxi Jean Pinheiro
MatriculeRH__c # 09909714
Name # Allo Taxi Jean Pinheiro
Localite__c # MORSANG SUR ORGE
Periodedeprospection__c # 2012
Codelocalite__c # 43400
Agencedureferent__c # Paris Sud
Groupedureferent__c # E
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 442200 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,046 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 09469273 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00932445 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0320264869
Phone # 0320264051
NumeroEPJ__c # 00932445
Civilitedureferent__c # Mademoiselle
Type # Client
Effectifdelentreprise__c # 20 à 49 S.
Pays__c # FR
Numerocommercialdureferent__c # 85303
Adresse__c # 237 R Ma Campagne
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 8129A // 
Opposealanewsletter__c # false
Emaildelasociete__c # d.d.h@wanadoo.fr
Codepostal__c # 59200
Nomdureferent__c # CADIX DELPHINE
Datedelacreationdelasociete__c # Wed Jan 01 01:00:00 CET 1997
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 059
Parent : type # Account // NumeroEPJ__c # 09469273 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 41106293800013
Enseignecommerciale__c # D.D.H
MatriculeRH__c # 09904012
Name # D.D.H
Localite__c # TOURCOING
Periodedeprospection__c # 2013
Codelocalite__c # 59900
Agencedureferent__c # VAP
Groupedureferent__c # 9
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 273650 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,047 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 05621377 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0549328606
Phone # 0977916577
NumeroEPJ__c # 05621377
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 0 SALARIE 
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # La Cibaudière
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4613Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # portails@jamwood.com
Codepostal__c # 79370
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Wed Sep 01 02:00:00 CEST 1993
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 079
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 39265616100016
Enseignecommerciale__c # Jamwood SARL
MatriculeRH__c # 08104511
Name # Jamwood SARL
Localite__c # PRAILLES
Periodedeprospection__c # 2013
Codelocalite__c # 21700
Agencedureferent__c # VAP
Groupedureferent__c # 5
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,047 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 50299532 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00862239 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0164426186
Phone # 0164259507
NumeroEPJ__c # 00862239
Civilitedureferent__c # Monsieur
Type # Prospect
Effectifdelentreprise__c # 3 à 5 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 85581
Adresse__c # 1 R Pillot
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 4520A // 
Codepostal__c # 77610
Datedelacreationdelasociete__c # Mon Jan 01 01:00:00 CET 1996
Nomdureferent__c # ASSOUS RAYMOND
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 077
Parent : type # Account // NumeroEPJ__c # 50299532 // 
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 39354518100025
Enseignecommerciale__c # Bertré Jean-Jacques
MatriculeRH__c # 09904782
Name # Bertré Jean-Jacques
Localite__c # FONTENAY TRESIGNY
Periodedeprospection__c # 2012
Codelocalite__c # 19200
Agencedureferent__c # Paris Sud
Groupedureferent__c # K
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 388310 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,047 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 02493894 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0145948350
Phone # 0156312910
NumeroEPJ__c # 02493894
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 20 à 49 S.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 11 R Condorcet
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 8121Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # techni-nettoyage@wanadoo.fr
Codepostal__c # 94430
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Mon Dec 01 01:00:00 CET 1986
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 094
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 33971151700013
Enseignecommerciale__c # Techni Nettoyage
MatriculeRH__c # 08104511
Name # Techni Nettoyage
Localite__c # CHENNEVIERES SUR MARNE
Complementdadresse__c # ZI
Periodedeprospection__c # 2012
Codelocalite__c # 01900
Agencedureferent__c # VAP
Groupedureferent__c # 5
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,047 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 07758244 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 07348590 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0232186618
NumeroEPJ__c # 07348590
Civilitedureferent__c # Monsieur
Type # Prospect
Effectifdelentreprise__c # 20 à 49 S.
Pays__c # FR
Numerocommercialdureferent__c # 03343
Adresse__c # 1 r Claude Chappe
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 2512Z // 
Opposealanewsletter__c # false
Codepostal__c # 76300
Datedelacreationdelasociete__c # Tue Apr 01 02:00:00 CEST 2008
Nomdureferent__c # AZEM NAGUIB
Canaldureferent__c # MASTER EN POSTE
Departementderesidence__c # 076
Parent : type # Account // NumeroEPJ__c # 07758244 // 
Forcedeventedureferent__c # FVN
TrancheCA__c # 50 A 100ME
NumeroSIRET__c # 39902465200279
Enseignecommerciale__c # Record Portes Automatiques
MatriculeRH__c # 09802912
Name # Record Portes Automatiques
Localite__c # SOTTEVILLE LES ROUEN
Periodedeprospection__c # 2012
Codelocalite__c # 68100
Agencedureferent__c # Paris Sud
Groupedureferent__c # M
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 000730 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,047 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 51366476 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 06083584 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0148220182
NumeroEPJ__c # 06083584
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 3 à 5 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 80988
Adresse__c # 136 R Gabriel Péri
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 9602A // 
Opposealanewsletter__c # false
Emaildelasociete__c # kameche.hafida@neuf.fr
Codepostal__c # 93200
Nomdureferent__c # GIROT BENSOUSSAN MARTINE
Datedelacreationdelasociete__c # Mon Jun 01 02:00:00 CEST 2009
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 093
Parent : type # Account // NumeroEPJ__c # 51366476 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 51298706600010
Enseignecommerciale__c # Art-Stylin
MatriculeRH__c # 08500781
Name # Art-Stylin
Localite__c # SAINT DENIS
Periodedeprospection__c # 2013
Codelocalite__c # 06600
Agencedureferent__c # VAP
Groupedureferent__c # M
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 203850 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,048 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 51203291 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00398142 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0320072787
Phone # 0320072726
NumeroEPJ__c # 00398142
Civilitedureferent__c # Mademoiselle
Type # Client
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 80403
Adresse__c # 101 R Sadi Carnot
Equipedureferent__c # V 
libellecedex__c # 59482  Haubourdin Cedex
APE__r : type # APE__c // CodeAPE__c # 4322B // 
Emaildelasociete__c # salangre@wanadoo.fr
Opposealanewsletter__c # false
Codepostal__c # 59320
Nomdureferent__c # DECHEGNE DELPHINE
Datedelacreationdelasociete__c # Mon Oct 01 02:00:00 CEST 2001
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 059
Parent : type # Account // NumeroEPJ__c # 51203291 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 43977085000014
Enseignecommerciale__c # Salangre et Cie
MatriculeRH__c # 09706678
Name # Salangre et Cie
Localite__c # HAUBOURDIN
Complementdadresse__c # BP 147
Periodedeprospection__c # 2012
Codelocalite__c # 28600
Agencedureferent__c # VAP
Groupedureferent__c # 3
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 711820 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,048 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 07571455 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0386367677
NumeroEPJ__c # 07571455
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 20 à 49 S.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # ZA Les Belles Barbes
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4331Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # sarlpescaglini@orange.fr
Codepostal__c # 58180
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Mon Jan 01 01:00:00 CET 2007
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 058
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 48966430000022
Enseignecommerciale__c # Marc Pescaglini SARL
MatriculeRH__c # 08104511
Name # Marc Pescaglini SARL
Complementdadresse__c # Busserolles
Localite__c # MARZY
Periodedeprospection__c # 2012
Codelocalite__c # 16000
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 627670 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,048 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08168570 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 07594252 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0141733251
Phone # 0146875960
NumeroEPJ__c # 07594252
Civilitedureferent__c # Madame
Type # Prospect
Effectifdelentreprise__c # 3 à 5 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 86811
Adresse__c # 144 av Stalingrad
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 8553Z // 
Codepostal__c # 94240
Datedelacreationdelasociete__c # Thu Feb 01 01:00:00 CET 1996
Nomdureferent__c # HADDOUK AUDREY
Canaldureferent__c # CC CONFIRME
Departementderesidence__c # 094
Parent : type # Account // NumeroEPJ__c # 08168570 // 
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 40332053400015
Enseignecommerciale__c # Auto Ecole Lucky
MatriculeRH__c # 09903146
Name # Auto Ecole Lucky
Localite__c # HAY LES ROSES (L')
Periodedeprospection__c # 2013
Codelocalite__c # 03800
Agencedureferent__c # Paris Sud
Groupedureferent__c # 9
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 059760 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,048 | ERROR | pool-20-thread-4 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08675315 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 07187317 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0243694765
Phone # 0243646400
NumeroEPJ__c # 07187317
Civilitedureferent__c # Monsieur
Type # Prospect
Effectifdelentreprise__c # 50 à 99 S.
Pays__c # FR
Numerocommercialdureferent__c # 81298
Adresse__c # rte Maisoncelles
Equipedureferent__c # 12
APE__r : type # APE__c // CodeAPE__c # 2312Z // 
Opposealanewsletter__c # false
Codepostal__c # 53260
Nomdureferent__c # IMEDJKOUNEN SAMIR
Datedelacreationdelasociete__c # Mon Mar 01 01:00:00 CET 2010
Canaldureferent__c # CCL SPECIALISTE
Departementderesidence__c # 053
Parent : type # Account // NumeroEPJ__c # 08675315 // 
Forcedeventedureferent__c # FVN
NumeroSIRET__c # 51896641100028
Enseignecommerciale__c # VITRAGES ISOLANTS DE L'OUEST  VIO
MatriculeRH__c # 09907609
Name # VITRAGES ISOLANTS DE L'OUEST  VIO
Localite__c # PARNE SUR ROC
Periodedeprospection__c # 2013
Codelocalite__c # 17500
Agencedureferent__c # Paris Sud
Groupedureferent__c # A
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 828650 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,050 | ERROR | pool-20-thread-2 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 51366476 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 03718285 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0164490185
NumeroEPJ__c # 03718285
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 0 SALARIE 
Pays__c # FR
Numerocommercialdureferent__c # 80988
Adresse__c # 4 R Chapelle
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4771Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # katline.boutique@wanadoo.fr
Codepostal__c # 91310
Nomdureferent__c # GIROT BENSOUSSAN MARTINE
Datedelacreationdelasociete__c # Mon Aug 01 02:00:00 CEST 2005
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 091
Parent : type # Account // NumeroEPJ__c # 51366476 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 48412253600010
Enseignecommerciale__c # Katline Boutique
MatriculeRH__c # 08500781
Name # Katline Boutique
Localite__c # MONTLHERY
Periodedeprospection__c # 2013
Codelocalite__c # 42500
Agencedureferent__c # VAP
Groupedureferent__c # M
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 699100 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,057 | ERROR | pool-20-thread-2 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 52764438 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 06387080 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Canaldureferent__c # MASTER EN POSTE
Parent : type # Account // NumeroEPJ__c # 52764438 // 
Departementderesidence__c # 093
Forcedeventedureferent__c # FVN
Phone # 0149930740
Fax__c # 0149930921
NumeroEPJ__c # 06387080
Civilitedureferent__c # Monsieur
Type # Prospect
Pays__c # FR
Numerocommercialdureferent__c # 69393
Adresse__c # 138 R Paris
Equipedureferent__c # 12
Enseignecommerciale__c # Centre Optique
Name # Centre Optique
MatriculeRH__c # 08751863
Localite__c # LILAS (LES)
Periodedeprospection__c # 2013
Codelocalite__c # 04500
Agencedureferent__c # Paris Sud
Groupedureferent__c # J
Codepostal__c # 93260
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 563800 // 
Nomdureferent__c # SOURZAT THIERRY
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,057 | ERROR | pool-20-thread-2 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 50254118 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 06360122 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0237310847
Phone # 0237310664
NumeroEPJ__c # 06360122
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 0 SALARIE 
Pays__c # FR
Numerocommercialdureferent__c # 05876
Adresse__c # 10 R Lucien Petit
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4339Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # acel0982@orange.fr
Codepostal__c # 28320
Nomdureferent__c # LENOIR ANNE
Datedelacreationdelasociete__c # Wed Aug 01 02:00:00 CEST 2001
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 028
Parent : type # Account // NumeroEPJ__c # 50254118 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 39153005200029
Enseignecommerciale__c # A.C.E.L.
MatriculeRH__c # 09450001
Name # A.C.E.L.
Localite__c # ECROSNES
Complementdadresse__c # Jonvilliers
Periodedeprospection__c # 2013
Codelocalite__c # 13700
Agencedureferent__c # VAP
Groupedureferent__c # F
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 621000 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,057 | ERROR | pool-20-thread-2 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='operation performed with inactive user'
 statusCode='INACTIVE_OWNER_OR_USER'
]
] 

ext_id : 01947720 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Phone # 0148099831
NumeroEPJ__c # 01947720
Civilitedureferent__c # Monsieur
Type # Client
Effectifdelentreprise__c # 0 SALARIE 
Pays__c # FR
Numerocommercialdureferent__c # 85028
Adresse__c # 9 R Pinel
Equipedureferent__c # 8 
APE__r : type # APE__c // CodeAPE__c # 9609Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # anismalouve@live.fr
Codepostal__c # 93200
Datedelacreationdelasociete__c # Sat Nov 01 01:00:00 CET 2008
Nomdureferent__c # SENET DAVID
Canaldureferent__c # VTC CLIENT
Departementderesidence__c # 093
Forcedeventedureferent__c # VTC
NumeroSIRET__c # 50965657500016
Enseignecommerciale__c # Cabéru
MatriculeRH__c # 09904683
Name # Cabéru
Localite__c # SAINT DENIS
Periodedeprospection__c # 2012
Codelocalite__c # 06600
Agencedureferent__c # VTC Lille
Groupedureferent__c # D
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 452120 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,058 | ERROR | pool-20-thread-2 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 51366476 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00313127 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0556521605
Phone # 0556446873
NumeroEPJ__c # 00313127
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 3 à 5 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 80988
Adresse__c # 9 PL Charles Gruet
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 7911Z // 
Opposealanewsletter__c # false
Emaildelasociete__c # jdtregan@girondins.com
Codepostal__c # 33000
Nomdureferent__c # GIROT BENSOUSSAN MARTINE
Datedelacreationdelasociete__c # Sun Jun 01 02:00:00 CEST 2008
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 033
Parent : type # Account // NumeroEPJ__c # 51366476 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 50502668200011
Enseignecommerciale__c # Girondins Horizons
MatriculeRH__c # 08500781
Name # Girondins Horizons
Localite__c # BORDEAUX
Periodedeprospection__c # 2013
Codelocalite__c # 06300
Agencedureferent__c # VAP
Groupedureferent__c # M
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 014580 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,058 | ERROR | pool-20-thread-2 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 00536413 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0148681357
Phone # 0148698432
NumeroEPJ__c # 00536413
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 6 à 9 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 26 R Adolphe Pétrement
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4322A // 
Opposealanewsletter__c # false
Emaildelasociete__c # sanitoit93@orange.fr
Codepostal__c # 93600
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Thu Dec 01 01:00:00 CET 1994
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 093
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 33422806100043
Enseignecommerciale__c # Sanitoit SARL
MatriculeRH__c # 08104511
Name # Sanitoit SARL
Localite__c # AULNAY SOUS BOIS
Periodedeprospection__c # 2012
Codelocalite__c # 00500
Agencedureferent__c # VAP
Groupedureferent__c # 5
Referenceactivitesectorielle__r : type # Rubrique__c // Codeactivitesectorielle__c # 629620 // 
 _____________________________________________________________________________________________________________


2012-06-20 11:37:22,058 | ERROR | pool-20-thread-2 | UpsertSendingTask$1              | 171 - adnet.crm.services.sf-services-impl - 1.0.0.SNAPSHOT | 
_____________________________________________________________________________________________________________
 salesforces error : [[Error  fields='{[0]}'
 message='Foreign key external ID: 08483164 not found for field NumeroEPJ__c in entity Account'
 statusCode='INVALID_FIELD'
]
] 

ext_id : 02544605 | type : ACCOUNT

 with datas : 
type # ACCOUNT
Fax__c # 0238450033
Phone # 0238450032
NumeroEPJ__c # 02544605
Civilitedureferent__c # Madame
Type # Client
Effectifdelentreprise__c # 3 à 5 SAL.
Pays__c # FR
Numerocommercialdureferent__c # 85011
Adresse__c # 102 PARC Synergie Val de Loire
Equipedureferent__c # V 
APE__r : type # APE__c // CodeAPE__c # 4321A // 
Opposealanewsletter__c # false
Emaildelasociete__c # preciselec@actuanet.com
Codepostal__c # 45130
Nomdureferent__c # ROUSSEAU ANNE MARIE
Datedelacreationdelasociete__c # Wed Nov 01 01:00:00 CET 1995
Canaldureferent__c # AGENCE DE PUB
Departementderesidence__c # 045
Parent : type # Account // NumeroEPJ__c # 08483164 // 
Forcedeventedureferent__c # VAP
NumeroSIRET__c # 38390747400027
Enseignecommerciale__c # Préciselec Electricité
MatriculeRH__c # 08104511
